,BioScience.txt,Zoological Records.txt,Philosophy.txt,Medical.txt,Law.txt,Humanities.txt,Chemical.txt,Religion.txt,Economics.txt,Anthropology.txt,Korean Medical Terms.txt,Astronomy and Astrophysics.txt,,,,,,,,,,,,,
ministere,5,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ministerial,1,0,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,
ministerio,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ministry,6,10,0,2,0,0,0,17,0,0,0,0,,,,,,,,,,,,,
minn,1,9,0,4,4,0,0,0,0,0,0,0,,,,,,,,,,,,,
minnesota,1,9,0,2,4,1,0,1,0,0,0,3,,,,,,,,,,,,,
mirov,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mirovogo,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
misc,15,43,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
miscelanea,1,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
miscellaneous,13,29,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
miscellania,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
missala,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
missions,4,0,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,
mississippialabama,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
misuse,4,0,0,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mitig,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mitigation,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mitochondrion,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mitt,15,89,0,8,0,0,0,0,0,6,0,0,,,,,,,,,,,,,
mitteilungen,15,89,0,4,0,8,0,0,2,6,0,29,,,,,,,,,,,,,
miyagi,4,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
miyazaki,2,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mmbi,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mmtc,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mocamb,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mocambique,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mod,4,7,3,50,0,0,6,5,2,0,0,0,,,,,,,,,,,,,
model,10,7,0,2,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
modeling,3,3,0,0,0,0,1,0,4,0,0,3,,,,,,,,,,,,,
modelling,7,3,0,2,0,0,2,0,4,0,0,8,,,,,,,,,,,,,
models,6,3,0,0,0,0,2,0,0,0,0,2,,,,,,,,,,,,,
modern,3,6,9,24,0,29,6,19,2,0,0,17,,,,,,,,,,,,,
moderna,1,0,0,1,0,2,0,0,0,0,0,0,,,,,,,,,,,,,
moereforsk,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
moereforsking,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
moip,1,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mokslasscience,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mokslsci,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mol,106,82,0,202,0,0,36,0,0,0,1,0,,,,,,,,,,,,,
molecular,106,76,0,149,0,0,36,0,0,0,1,17,,,,,,,,,,,,,
molekulyarnaya,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
molina,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mollusca,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
molluscan,4,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
molluskenkd,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
molluskenkunde,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mollusks,2,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mon,2,4,0,24,0,0,1,1,2,0,0,0,,,,,,,,,,,,,
monaco,5,10,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,
monash,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
money,2,0,0,0,0,0,0,0,6,0,0,0,,,,,,,,,,,,,
monit,6,17,0,16,0,0,3,0,0,0,0,0,,,,,,,,,,,,,
monitoring,8,12,0,10,0,0,3,0,0,0,0,0,,,,,,,,,,,,,
monogr,20,159,0,100,0,0,0,0,0,2,0,0,,,,,,,,,,,,,
monografias,2,20,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,
monografie,1,10,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
monograph,6,48,0,14,0,5,0,2,0,0,0,1,,,,,,,,,,,,,
monographe,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
monographic,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
monographien,2,3,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
monographs,9,58,0,36,0,6,0,0,0,2,0,5,,,,,,,,,,,,,
mont,3,3,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
montana,3,3,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
monterey,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
montev,5,8,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
montevideo,5,8,0,1,0,0,0,0,2,0,0,1,,,,,,,,,,,,,
monthly,2,4,2,13,0,3,0,8,6,0,0,4,,,,,,,,,,,,,
mor,1,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
morb,1,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
morbidity,1,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
morej,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
morocco,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
morphol,4,23,0,42,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
morphology,4,10,0,8,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
morsk,3,3,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
morska,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
morskiego,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
morskogo,4,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
morskoj,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
morskyj,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mortal,1,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mortality,1,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
morya,5,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
moryamar,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
moryamarine,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mosc,4,11,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
moscow,4,13,0,0,0,1,1,2,0,2,0,46,,,,,,,,,,,,,
moshtohor,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mosk,1,8,0,14,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
moskovskogo,4,7,0,0,0,1,0,0,0,0,0,3,,,,,,,,,,,,,
mosq,1,11,0,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mosquito,1,11,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
motil,2,3,0,12,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
motility,2,3,0,11,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
motiv,2,1,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
motivation,2,1,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
motor,4,2,0,7,0,1,0,0,0,0,0,1,,,,,,,,,,,,,
mount,1,1,0,2,0,1,0,0,0,0,0,7,,,,,,,,,,,,,
mountain,2,9,0,2,0,1,0,0,0,0,0,1,,,,,,,,,,,,,
mouse,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
movement,2,0,0,1,0,1,0,2,0,1,0,0,,,,,,,,,,,,,
moyens,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mputa,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mrc,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mrcread,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mrfp,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mri,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mt,3,11,0,8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
muench,2,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
muenchener,2,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
multiple,2,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
munic,2,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
municipal,2,4,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
murmanskogo,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
murraydarling,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mus,69,490,0,0,0,0,0,0,1,42,0,0,,,,,,,,,,,,,
muscle,4,4,0,22,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
musculoskel,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
musculoskelet,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
musculoskeletal,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
musculosketeletal,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
musee,2,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
musei,2,21,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,
museo,14,85,0,3,0,0,0,0,0,4,0,0,,,,,,,,,,,,,
museol,1,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
museologia,1,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
museu,9,38,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
museum,39,308,0,0,0,2,0,4,0,25,0,0,,,,,,,,,,,,,
museumrapport,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
museums,5,25,0,0,0,0,0,0,0,6,0,0,,,,,,,,,,,,,
muslim,2,2,0,0,0,0,0,8,0,0,0,0,,,,,,,,,,,,,
musrapp,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
musuem,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mut,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mutag,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mutagenesis,8,1,0,8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mutat,11,1,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mutation,12,1,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
muz,6,38,0,0,0,0,0,0,0,5,0,0,,,,,,,,,,,,,
muzea,1,14,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
muzeum,2,2,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
muzeya,3,2,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
mycobact,1,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mycobacterial,1,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mycol,9,13,0,10,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
mycologia,3,2,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mycologica,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mycological,2,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mycologie,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mycologist,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mycology,6,6,0,5,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
mycopathologia,2,2,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mycorrhiza,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mycoscience,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mycoses,2,2,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mykol,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mykologie,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
myofasc,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
myofascial,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
mysore,2,4,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
n,33,167,1,168,2,0,0,13,2,4,0,1,,,,,,,,,,,,,
na,1,27,0,6,0,5,0,0,0,0,0,1,,,,,,,,,,,,,
nac,26,67,0,22,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
naca,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nacc,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nacional,26,63,0,15,0,0,0,0,0,1,0,6,,,,,,,,,,,,,
naeringslivsforskning,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
naeringslivsforskningworking,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
naeringslivsforskwork,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nafo,11,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
naga,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nagasaki,4,8,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
namib,2,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
namibia,2,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nammco,5,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nan,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nanhai,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nanjing,12,20,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,
nano,2,0,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,
nanobiology,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nanobiosci,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nanobioscience,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nanofluid,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nanofluidics,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nanomed,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nanomedicine,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nanosci,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nanoscience,1,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
nanotechnol,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nanotechnology,3,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
nansen,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
napoli,2,4,0,14,0,1,0,2,0,0,0,4,,,,,,,,,,,,,
nas,1,2,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,
nasa,6,0,0,6,0,0,0,0,0,0,0,7,,,,,,,,,,,,,
nasco,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nase,2,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
nasionale,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nat,168,807,1,30,3,0,10,1,3,4,0,2,,,,,,,,,,,,,
national,71,154,1,79,5,4,5,11,4,7,0,23,,,,,,,,,,,,,
nationale,1,2,0,3,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
nationalism,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nationalpark,4,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nations,2,5,0,7,0,0,0,0,1,0,0,1,,,,,,,,,,,,,
natl,68,159,0,124,4,0,0,0,0,0,0,0,,,,,,,,,,,,,
nato,2,32,0,0,0,0,12,0,0,0,0,0,,,,,,,,,,,,,
natsci,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
natur,2,23,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
natura,7,33,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
naturais,1,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
natural,82,346,3,8,3,2,9,2,4,3,0,4,,,,,,,,,,,,,
naturale,2,30,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
naturales,5,49,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
naturaleza,1,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
naturali,3,31,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,
naturalia,8,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
naturalis,1,3,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
naturalist,19,61,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
naturalists,4,26,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
naturalium,1,21,0,1,0,0,0,0,0,1,0,1,,,,,,,,,,,,,
nature,30,80,6,11,0,0,1,0,0,2,0,3,,,,,,,,,,,,,
naturelle,2,29,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
naturelles,10,29,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
naturels,1,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
natures,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
natureza,1,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
naturforsch,2,1,0,8,0,0,3,0,0,0,0,0,,,,,,,,,,,,,
naturforschenden,1,19,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
naturforschung,1,2,2,4,0,0,3,0,0,0,0,2,,,,,,,,,,,,,
naturforskning,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
naturgesch,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
naturgeschichte,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
naturhist,5,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
naturhistorische,2,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
naturhistorischen,3,11,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
naturkd,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
naturkdl,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
naturkunde,4,19,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
naturkundliche,2,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
naturwiss,3,0,0,11,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
naturwissenschaften,2,10,0,5,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
naturwissenschaftliche,2,7,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,
naturwissenschaftlichen,1,14,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
naturwissenschaftlicher,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
naturwissenschaftlichmedizinischen,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
naturwissmed,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
natuurwet,2,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
natuurwetdoc,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
natuurwetenschappen,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
natuurwetenschappendocuments,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nauchn,8,19,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nauchnoissledovatelskij,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nauchnoissledovatelskogo,11,6,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nauchnye,1,6,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,
nauchnykh,7,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nauk,17,244,0,40,0,3,2,0,0,8,0,67,,,,,,,,,,,,,
nauki,16,61,0,6,0,1,0,0,0,0,0,14,,,,,,,,,,,,,
nauksci,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
naukscientific,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
naumannmus,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
naumannmuseum,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
naunynschmiedebergs,2,0,0,3,0,0,2,0,0,0,0,0,,,,,,,,,,,,,
nauplius,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
naut,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nautiche,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nautilus,2,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nav,39,0,0,30,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
naval,37,0,0,4,0,0,0,0,0,0,0,8,,,,,,,,,,,,,
navale,1,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
naveg,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
navegacao,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
navig,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
navigation,1,1,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,
navors,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
navorsinge,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
navorsingsinst,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
navorsingsinstituut,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
navy,5,0,0,13,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
naz,1,12,0,2,0,0,0,0,1,0,0,1,,,,,,,,,,,,,
nazionale,1,12,0,1,0,3,0,0,1,0,0,4,,,,,,,,,,,,,
nb,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nbrapp,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nc,4,6,0,0,5,0,0,0,0,0,0,0,,,,,,,,,,,,,
nccos,4,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ne,2,8,0,2,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
nea,4,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
neafish,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neafishing,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nebr,1,4,0,10,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
nebraska,1,4,0,5,1,0,0,2,1,0,0,0,,,,,,,,,,,,,
neck,2,0,0,24,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
ned,1,26,1,18,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
nederlandse,1,19,0,2,0,3,0,0,0,0,0,2,,,,,,,,,,,,,
needs,2,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
neerl,1,1,0,10,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neerlandica,1,1,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neglect,4,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nematol,2,20,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nematology,2,18,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nenpo,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neonat,1,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neonatal,1,0,0,18,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neoplasia,2,0,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neoplasma,2,0,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neotrop,4,12,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neotropica,3,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neotropical,2,10,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neotropicalis,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nephrol,3,0,0,46,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
nephrology,3,0,0,30,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
neritica,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nerosci,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nerv,1,1,0,24,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nerve,2,0,0,10,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nervous,1,1,0,9,0,1,0,2,0,0,0,0,,,,,,,,,,,,,
nesdis,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nest,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neth,7,11,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
netherlands,10,11,0,2,0,0,0,0,0,0,0,2,,,,,,,,,,,,,
network,5,3,0,9,0,0,0,0,0,1,1,6,,,,,,,,,,,,,
networks,4,0,0,4,0,0,4,0,0,1,0,4,,,,,,,,,,,,,
neue,2,20,0,3,0,3,0,2,0,0,0,2,,,,,,,,,,,,,
neues,2,4,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
neural,16,16,0,38,0,0,0,0,0,0,0,6,,,,,,,,,,,,,
neuroaids,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neuroanat,1,2,0,4,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
neuroanatomy,1,2,0,2,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
neurobiol,12,14,0,34,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neurobiologiae,1,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neurobiology,11,15,0,20,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neurochem,4,4,0,10,0,0,3,0,0,0,0,0,,,,,,,,,,,,,
